"Source","Destination","Role","RoleSlug","System","Workspace"
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Github.Issue-Template.Config.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Github.Issue-Template.Config.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Github.Issue-Template.Defect.Template.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Github.Issue-Template.Defect.Template.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Github.Pull-Request.Template.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Github.Pull-Request.Template.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Manifest.Map.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Manifest.Map.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Application-Workflow.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Application-Workflow.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Auth-Authz-Policy.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Auth-Authz-Policy.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Catalog.Map.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Catalog.Map.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Data-Contract-Patterns.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Data-Contract-Patterns.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Fetcher.Reference.md","Execution/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Fetcher.Reference.md","Execution","execution","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Governance-System.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Governance-System.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Infrastructure-Integration-Patterns.Reference.md","Vibes/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Infrastructure-Integration-Patterns.Reference.md","Vibes","vibes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Layer-Contract.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Layer-Contract.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Presentation-Patterns.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Presentation-Patterns.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Quality-Policy-Patterns.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Quality-Policy-Patterns.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Route-Feature-Orchestration.Reference.md","Execution/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Route-Feature-Orchestration.Reference.md","Execution","execution","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Server-Action.Reference.md","Execution/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Server-Action.Reference.md","Execution","execution","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Supporting-Patterns.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Supporting-Patterns.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.System-Lifecycle.Reference.md","Schemes/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.System-Lifecycle.Reference.md","Schemes","schemes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Transaction-Helper.Reference.md","Execution/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Transaction-Helper.Reference.md","Execution","execution","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Patterns.Webhook-Processor.Reference.md","Execution/Canon/Codependent Coding/60.CODEPENDENTCODING.Patterns.Webhook-Processor.Reference.md","Execution","execution","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Provenance.Conflict-Resolution.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Provenance.Conflict-Resolution.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Provenance.Contract-Traceability.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Provenance.Contract-Traceability.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Provenance.Coverage-Matrix.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Provenance.Coverage-Matrix.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Provenance.Lifecycle-Traceability.Reference.md","Schemes/Canon/Codependent Coding/60.CODEPENDENTCODING.Provenance.Lifecycle-Traceability.Reference.md","Schemes","schemes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Provenance.Ontology-Traceability.Reference.md","Schemes/Canon/Codependent Coding/60.CODEPENDENTCODING.Provenance.Ontology-Traceability.Reference.md","Schemes","schemes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Provenance.Pattern-Traceability.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Provenance.Pattern-Traceability.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Provenance.Readme.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Provenance.Readme.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Provenance.Source-Provenance-Ledger.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Provenance.Source-Provenance-Ledger.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Provenance.Synthesis-Decisions.Reference.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Provenance.Synthesis-Decisions.Reference.md","DevNotes","devnotes","codependent-coding",""
"60 CODEPENDENT CODING/60.CODEPENDENTCODING.Readme.Source-Document.md","DevNotes/Canon/Codependent Coding/60.CODEPENDENTCODING.Readme.Source-Document.md","DevNotes","devnotes","codependent-coding",""
"70 TODO/Codependent Coding_tasks/02 - Consolidate the CodependentCoding Repository.md","Chief of Staff/Workspaces/Codependent Coding/Project Management/Codependent Coding_tasks/02 - Consolidate the CodependentCoding Repository.md","Chief of Staff","chief-of-staff","codependent-coding","codependent-coding"
"70 TODO/Codependent Coding_tasks/03 - Canonicalize Simples from the Ontology Master List.md","Chief of Staff/Workspaces/Codependent Coding/Project Management/Codependent Coding_tasks/03 - Canonicalize Simples from the Ontology Master List.md","Chief of Staff","chief-of-staff","codependent-coding","codependent-coding"
"70 TODO/Codependent Coding_tasks/04 - Build the Simples Workbench and Database Reference Slice.md","Chief of Staff/Workspaces/Codependent Coding/Project Management/Codependent Coding_tasks/04 - Build the Simples Workbench and Database Reference Slice.md","Chief of Staff","chief-of-staff","codependent-coding","codependent-coding"
"70 TODO/Codependent Coding_tasks/05 - Complete the Maximal Template and Public Demo.md","Chief of Staff/Workspaces/Codependent Coding/Project Management/Codependent Coding_tasks/05 - Complete the Maximal Template and Public Demo.md","Chief of Staff","chief-of-staff","codependent-coding","codependent-coding"
"70 TODO/Codependent Coding_tasks/06 - Harden the Maximal Template for Generation.md","Chief of Staff/Workspaces/Codependent Coding/Project Management/Codependent Coding_tasks/06 - Harden the Maximal Template for Generation.md","Chief of Staff","chief-of-staff","codependent-coding","codependent-coding"
"70 TODO/Codependent Coding_tasks/07 - Finish the Virgule, Hipster Stack CLI, and Anthimeria.md","Chief of Staff/Workspaces/Codependent Coding/Project Management/Codependent Coding_tasks/07 - Finish the Virgule, Hipster Stack CLI, and Anthimeria.md","Chief of Staff","chief-of-staff","codependent-coding","codependent-coding"
"70 TODO/Codependent Coding_tasks/08 - Build the Loaded Vibes Codex Plugin.md","Chief of Staff/Workspaces/Codependent Coding/Project Management/Codependent Coding_tasks/08 - Build the Loaded Vibes Codex Plugin.md","Chief of Staff","chief-of-staff","codependent-coding","codependent-coding"
"70 TODO/Codependent Coding_tasks/09 - Finish Public Docs, Verify, and Release.md","Chief of Staff/Workspaces/Codependent Coding/Project Management/Codependent Coding_tasks/09 - Finish Public Docs, Verify, and Release.md","Chief of Staff","chief-of-staff","codependent-coding","codependent-coding"
"70 TODO/Codependent Coding_tasks/lock-the-canon-and-governance.md","Chief of Staff/Workspaces/Codependent Coding/Project Management/Codependent Coding_tasks/lock-the-canon-and-governance.md","Chief of Staff","chief-of-staff","codependent-coding","codependent-coding"
"70 TODO/Codependent Coding.md","Chief of Staff/Workspaces/Codependent Coding/Project Management/Codependent Coding.md","Chief of Staff","chief-of-staff","codependent-coding","codependent-coding"
"90 OBSIDIAN/Contracts/obsidian.contracts.naming-standard.md","DevNotes/Archive/Legacy Obsidian/Contracts/obsidian.contracts.naming-standard.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Contracts/obsidian.contracts.note-types.md","DevNotes/Archive/Legacy Obsidian/Contracts/obsidian.contracts.note-types.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Contracts/obsidian.contracts.property-schema.md","DevNotes/Archive/Legacy Obsidian/Contracts/obsidian.contracts.property-schema.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/obsidian.system.map.md","DevNotes/Canon/obsidian.system.map.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/acceptance-gates.contract.md","_obsidian/Templates/Engineering/acceptance-gates.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/api-contract.contract.md","_obsidian/Templates/Engineering/api-contract.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/authz.contract.md","_obsidian/Templates/Engineering/authz.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.action.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.action.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.auth.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.auth.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.authz.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.authz.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.block.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.block.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.cache.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.cache.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.config.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.config.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.constant.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.constant.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.database.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.database.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.dto-mapper.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.dto-mapper.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.feature.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.feature.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.fetcher.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.fetcher.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.integration.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.integration.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.page-template.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.page-template.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.primitive.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.primitive.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.prisma-lifecycle.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.prisma-lifecycle.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.route.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.route.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.schema.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.schema.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.select.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.select.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.transaction.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.transaction.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.type.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.type.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.utility.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.utility.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.webhook.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.webhook.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/Codependent Coding/Simples/codependentcoding.simple.workflow.template.md","_obsidian/Templates/Codependent Coding/Simples/codependentcoding.simple.workflow.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/codex-rules.contract.md","_obsidian/Templates/Engineering/codex-rules.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/copy-contract.contract.md","_obsidian/Templates/Engineering/copy-contract.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/data-model.contract.md","_obsidian/Templates/Engineering/data-model.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/domain-model.contract.md","_obsidian/Templates/Engineering/domain-model.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/event-contract.contract.md","_obsidian/Templates/Engineering/event-contract.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/feature-inventory.contract.md","_obsidian/Templates/Engineering/feature-inventory.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/handoff.contract.md","_obsidian/Templates/Engineering/handoff.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/integration-contract.contract.md","_obsidian/Templates/Engineering/integration-contract.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/lifecycle.contract.md","_obsidian/Templates/Engineering/lifecycle.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/module-spec.contract.md","_obsidian/Templates/Engineering/module-spec.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/obsidian.capture.template.md","_obsidian/Templates/Engineering/obsidian.capture.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/obsidian.durable-note.template.md","_obsidian/Templates/Engineering/obsidian.durable-note.template.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/product-definition.contract.md","_obsidian/Templates/Engineering/product-definition.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/readiness-gates.contract.md","_obsidian/Templates/Engineering/readiness-gates.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/roles.contract.md","_obsidian/Templates/Engineering/roles.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/route-map.contract.md","_obsidian/Templates/Engineering/route-map.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/state-machine.contract.md","_obsidian/Templates/Engineering/state-machine.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/test-contract.contract.md","_obsidian/Templates/Engineering/test-contract.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/ui-contract.contract.md","_obsidian/Templates/Engineering/ui-contract.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/verification-checklist.contract.md","_obsidian/Templates/Engineering/verification-checklist.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/webhook-contract.contract.md","_obsidian/Templates/Engineering/webhook-contract.contract.md","DevNotes","devnotes","devnotes",""
"90 OBSIDIAN/Templates/work-package.contract.md","_obsidian/Templates/Engineering/work-package.contract.md","DevNotes","devnotes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/01-authority/Codependent-Coding-Kernel-Distribution.md","Vibes/Canon/Codependent Coding/Codependent-Coding-Kernel-Distribution.md","Vibes","vibes","codependent-coding",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/01-authority/DevNotes-Unified-System.Authoritative-Blueprint.md","DevNotes/Canon/Unified System/DevNotes-Unified-System.Authoritative-Blueprint.md","DevNotes","devnotes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/01-authority/Epistemology-and-Source-Authority.md","Trust Issues/Canon/Unified System/Epistemology-and-Source-Authority.md","Trust Issues","trust-issues","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/01-authority/Folder-Nomenclature-and-Information-Architecture.md","DevNotes/Canon/Unified System/Folder-Nomenclature-and-Information-Architecture.md","DevNotes","devnotes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/01-authority/Knowledge-Model.Authority-and-Ownership.md","Schemes/Canon/Unified System/Knowledge-Model.Authority-and-Ownership.md","Schemes","schemes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/01-authority/Metadata-and-Knowledge-Graph-Contract.md","DevNotes/Canon/Unified System/Metadata-and-Knowledge-Graph-Contract.md","DevNotes","devnotes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/04-obsidian/Callout-Semantics.md","_obsidian/Reference/Callout-Semantics.md","DevNotes","devnotes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/04-obsidian/Code-Space-Mount-Policy.md","_obsidian/Reference/Code-Space-Mount-Policy.md","DevNotes","devnotes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/04-obsidian/DevNotes-Workbench-UX-Spec.md","_obsidian/Reference/DevNotes-Workbench-UX-Spec.md","DevNotes","devnotes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/04-obsidian/Hearth-Dashboard-Blueprint.md","_obsidian/Reference/Hearth-Dashboard-Blueprint.md","DevNotes","devnotes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/04-obsidian/Meta-Bind-Control-Catalog.md","_obsidian/Reference/Meta-Bind-Control-Catalog.md","DevNotes","devnotes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/04-obsidian/Note-Toolbar-Map.md","_obsidian/Reference/Note-Toolbar-Map.md","DevNotes","devnotes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/04-obsidian/Plugin-Configuration-Plan.md","_obsidian/Reference/Plugin-Configuration-Plan.md","DevNotes","devnotes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/04-obsidian/Templater-and-QuickAdd-Routing.md","_obsidian/Reference/Templater-and-QuickAdd-Routing.md","DevNotes","devnotes","devnotes",""
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/06-migration/Current-State-Reconciliation.md","_ops/Reference/Current-State-Reconciliation.md","DevNotes","devnotes","devnotes","devnotes-unified-migration"
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/06-migration/Legacy-to-Unified-Mapping.md","_ops/Reference/Legacy-to-Unified-Mapping.md","DevNotes","devnotes","devnotes","devnotes-unified-migration"
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/06-migration/No-Delete-Migration-Plan.md","_ops/Reference/No-Delete-Migration-Plan.md","DevNotes","devnotes","devnotes","devnotes-unified-migration"
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/06-migration/Source-Mirror-to-Code-Space-Plan.md","_ops/Reference/Source-Mirror-to-Code-Space-Plan.md","DevNotes","devnotes","devnotes","devnotes-unified-migration"
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/PACKAGE-MANIFEST.md","DevNotes/Archive/Unified Migration Package/PACKAGE-MANIFEST.md","DevNotes","devnotes","devnotes","devnotes-unified-migration"
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/README.md","DevNotes/Archive/Unified Migration Package/README.md","DevNotes","devnotes","devnotes","devnotes-unified-migration"
"DevNotes-Unified-Knowledge-Engineering-System-Authority-Package-v0.1.0/SOURCE-NOTES.md","DevNotes/Archive/Unified Migration Package/SOURCE-NOTES.md","DevNotes","devnotes","devnotes","devnotes-unified-migration"
