"Path","LegacyRoot","Title","Namespace","Role","System","Workspace","Type","Project","Domain","Status","Authority","SuggestedRole","SuggestedSystem","SuggestedWorkspace","SuggestedTarget","MigrationDisposition","Confidence","NeedsHumanReview","PathSensitiveReferenceCount","PathSensitiveKinds"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\sidebar.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\sidebar.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.sidebar.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","7","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\skeleton.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\skeleton.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.skeleton.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\slider.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\slider.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.slider.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\sonner.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\sonner.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.sonner.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\spinner.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\spinner.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.spinner.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\stat-card.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\stat-card.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.stat-card.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","6","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\stepper.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\stepper.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.stepper.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","4","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\sticker.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\sticker.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.sticker.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\switch.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\switch.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.switch.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\table.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\table.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.table.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\tabs.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\tabs.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.tabs.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\tag-input.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\tag-input.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.tag-input.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\textarea.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\textarea.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.textarea.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\time-picker.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\time-picker.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.time-picker.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","6","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\timeline.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\timeline.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.timeline.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\toggle-group.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\toggle-group.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.toggle-group.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","5","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\toggle.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\toggle.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.toggle.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","4","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\tooltip.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\tooltip.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.tooltip.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\tour.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\tour.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.tour.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","5","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\components\ui\tree-view.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\components\ui\tree-view.tsx'","'codependentcoding.source.the-maximal-template-domain-library.components.ui.tree-view.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","5","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\content\application.ts.md","10 PROJECTS","'The Maximal Template™ Domain Library\content\application.ts'","'codependentcoding.source.the-maximal-template-domain-library.content.application.ts'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\content\auth.ts.md","10 PROJECTS","'The Maximal Template™ Domain Library\content\auth.ts'","'codependentcoding.source.the-maximal-template-domain-library.content.auth.ts'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\content\site.ts.md","10 PROJECTS","'The Maximal Template™ Domain Library\content\site.ts'","'codependentcoding.source.the-maximal-template-domain-library.content.site.ts'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","1","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\docs\architecture.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\docs\architecture.md'","'codependentcoding.source.the-maximal-template-domain-library.context.docs.architecture.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\docs\auth.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\docs\auth.md'","'codependentcoding.source.the-maximal-template-domain-library.context.docs.auth.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\docs\design.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\docs\design.md'","'codependentcoding.source.the-maximal-template-domain-library.context.docs.design.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\docs\prd.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\docs\prd.md'","'codependentcoding.source.the-maximal-template-domain-library.context.docs.prd.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\docs\tech-requirements.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\docs\tech-requirements.md'","'codependentcoding.source.the-maximal-template-domain-library.context.docs.tech-requirements.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\specs\00.architectural-contract.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\specs\00.architectural-contract.md'","'codependentcoding.source.the-maximal-template-domain-library.context.specs.00.architectural-contract.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\specs\01.route-topology-public-demo.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\specs\01.route-topology-public-demo.md'","'codependentcoding.source.the-maximal-template-domain-library.context.specs.01.route-topology-public-demo.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\specs\02.design-system.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\specs\02.design-system.md'","'codependentcoding.source.the-maximal-template-domain-library.context.specs.02.design-system.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\specs\03.block-library.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\specs\03.block-library.md'","'codependentcoding.source.the-maximal-template-domain-library.context.specs.03.block-library.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\specs\04.crm-golden-vertical-slice.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\specs\04.crm-golden-vertical-slice.md'","'codependentcoding.source.the-maximal-template-domain-library.context.specs.04.crm-golden-vertical-slice.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\specs\05.application-library-normalization.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\specs\05.application-library-normalization.md'","'codependentcoding.source.the-maximal-template-domain-library.context.specs.05.application-library-normalization.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\specs\06.maximal-template-explorer.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\specs\06.maximal-template-explorer.md'","'codependentcoding.source.the-maximal-template-domain-library.context.specs.06.maximal-template-explorer.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\context\specs\07.provider-integrations.md.md","10 PROJECTS","'The Maximal Template™ Domain Library\context\specs\07.provider-integrations.md'","'codependentcoding.source.the-maximal-template-domain-library.context.specs.07.provider-integrations.md'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","0",""
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\eslint.config.mjs.md","10 PROJECTS","'The Maximal Template™ Domain Library\eslint.config.mjs'","'codependentcoding.source.the-maximal-template-domain-library.eslint.config.mjs'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","4","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\admin\auditFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\admin\auditFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.admin.auditfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\admin\recordsFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\admin\recordsFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.admin.recordsfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\admin\usersFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\admin\usersFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.admin.usersfeature.tsx'","membership.role,","","","source-document","'Codependent Coding'","source","active","reference","membership.role,","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\ai\generationFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\ai\generationFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.ai.generationfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\ai\playgroundFeature.client.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\ai\playgroundFeature.client.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.ai.playgroundfeature.client.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","5","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\ai\playgroundFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\ai\playgroundFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.ai.playgroundfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","4","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\ai\usageFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\ai\usageFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.ai.usagefeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\auth\signInFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\auth\signInFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.auth.signinfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","1","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\auth\signUpFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\auth\signUpFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.auth.signupfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","1","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\crm\accountFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\crm\accountFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.crm.accountfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","2","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\crm\contactDetailFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\crm\contactDetailFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.crm.contactdetailfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","4","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\crm\contactDetailSkeleton.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\crm\contactDetailSkeleton.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.crm.contactdetailskeleton.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","1","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\crm\contactEditFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\crm\contactEditFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.crm.contacteditfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","4","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\crm\contactEditForm.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\crm\contactEditForm.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.crm.contacteditform.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","10","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\crm\contactNewForm.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\crm\contactNewForm.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.crm.contactnewform.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","10","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\crm\contactsClientFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\crm\contactsClientFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.crm.contactsclientfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\crm\contactsFeature.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\crm\contactsFeature.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.crm.contactsfeature.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","3","query-folder-source"
"10 PROJECTS\10.PROJECTS.CODEPENDENTCODING\10.PROJECTS.CODEPENDENTCODING.Source Mirror\The Maximal Template™ Domain Library\features\crm\contactsSkeleton.tsx.md","10 PROJECTS","'The Maximal Template™ Domain Library\features\crm\contactsSkeleton.tsx'","'codependentcoding.source.the-maximal-template-domain-library.features.crm.contactsskeleton.tsx'","","","","source-document","'Codependent Coding'","source","active","reference","","codependent-coding","codependent-coding","preserve Source Mirror pending explicit deletion gate","preserve-source-mirror","high","False","1","query-folder-source"
